--- seqs per file 30000
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP11,-0.12213365982584168,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '+', '-', 'x')"
RBP11,-0.05664003097683845,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '+', 'x', '+')"
RBP11,-0.12213365982584168,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '+', 'x', '-')"
RBP11,-0.12213365982584161,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '+', 'x', 'x')"
RBP11,0.04889128979742882,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', '+', '+')"
RBP11,-0.054535207107266406,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', '+', '-')"
RBP11,-0.05453520710726639,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', '+', 'x')"
RBP11,-0.033294850881078704,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', '-', '+')"
RBP11,-0.10400177433068379,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', '-', '-')"
RBP11,-0.10400177433068379,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', '-', 'x')"
RBP11,-0.033294850881078704,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', 'x', '+')"
RBP11,-0.10400177433068379,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', 'x', '-')"
RBP11,-0.10400177433068376,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', '-', 'x', 'x')"
RBP11,0.048891289797428905,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', '+', '+')"
RBP11,-0.054535207107266406,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', '+', '-')"
RBP11,-0.05453520710726637,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', '+', 'x')"
RBP11,-0.03329485088107874,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', '-', '+')"
RBP11,-0.10400177433068367,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', '-', '-')"
RBP11,-0.10400177433068376,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', '-', 'x')"
RBP11,-0.03329485088107873,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', 'x', '+')"
RBP11,-0.10400177433068375,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', 'x', '-')"
RBP11,-0.10400177433068379,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '+', 'x', 'x', 'x', 'x', 'x')"
RBP11,0.05173045104304539,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', '+', '+')"
RBP11,-0.09823971615096971,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', '+', '-')"
RBP11,-0.09823971615096957,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', '+', 'x')"
RBP11,-0.08132082466890965,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', '-', '+')"
RBP11,-0.13543672074524726,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', '-', '-')"
RBP11,-0.13543672074524726,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', '-', 'x')"
RBP11,-0.08132082466890969,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', 'x', '+')"
RBP11,-0.13543672074524726,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', 'x', '-')"
RBP11,-0.13543672074524735,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '+', 'x', 'x')"
RBP11,0.05366563767468204,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', '+', '+')"
RBP11,-0.07132506496737877,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', '+', '-')"
RBP11,-0.07132506496737878,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', '+', 'x')"
RBP11,-0.04927391647090825,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', '-', '+')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', '-', '-')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', '-', 'x')"
RBP11,-0.04927391647090828,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', 'x', '+')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', 'x', '-')"
RBP11,-0.11821191381872063,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', '-', 'x', 'x')"
RBP11,0.05366563767468205,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', '+', '+')"
RBP11,-0.07132506496737878,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', '+', '-')"
RBP11,-0.07132506496737884,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', '+', 'x')"
RBP11,-0.04927391647090828,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', '-', '+')"
RBP11,-0.11821191381872083,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', '-', '-')"
RBP11,-0.11821191381872063,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', '-', 'x')"
RBP11,-0.04927391647090817,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', 'x', '+')"
RBP11,-0.11821191381872073,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', 'x', '-')"
RBP11,-0.11821191381872063,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '+', 'x', 'x', 'x')"
RBP11,0.05065310867486442,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', '+', '+')"
RBP11,-0.06478265604296786,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', '+', '-')"
RBP11,-0.06478265604296785,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', '+', 'x')"
RBP11,-0.04315957057302829,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', '-', '+')"
RBP11,-0.11245134606434443,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', '-', '-')"
RBP11,-0.11245134606434443,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', '-', 'x')"
RBP11,-0.0431595705730284,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', 'x', '+')"
RBP11,-0.11245134606434443,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', 'x', '-')"
RBP11,-0.11245134606434451,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '+', 'x', 'x')"
RBP11,0.05233091559366182,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', '+', '+')"
RBP11,-0.044576857794262154,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', '+', '-')"
RBP11,-0.044576857794262216,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', '+', 'x')"
RBP11,-0.02359411756682721,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', '-', '+')"
RBP11,-0.09475958282029015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', '-', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', '-', 'x')"
RBP11,-0.02359411756682721,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', 'x', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', 'x', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', '-', 'x', 'x')"
RBP11,0.05233091559366182,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', '+', '+')"
RBP11,-0.044576857794262174,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', '+', '-')"
RBP11,-0.0445768577942622,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', '+', 'x')"
RBP11,-0.02359411756682721,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', '-', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', '-', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', '-', 'x')"
RBP11,-0.02359411756682715,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', 'x', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', 'x', '-')"
RBP11,-0.09475958282029012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', '-', 'x', 'x', 'x')"
RBP11,0.050653108674864354,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', '+', '+')"
RBP11,-0.06478265604296785,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', '+', '-')"
RBP11,-0.06478265604296791,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', '+', 'x')"
RBP11,-0.04315957057302839,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', '-', '+')"
RBP11,-0.11245134606434441,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', '-', '-')"
RBP11,-0.11245134606434451,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', '-', 'x')"
RBP11,-0.04315957057302834,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', 'x', '+')"
RBP11,-0.11245134606434451,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', 'x', '-')"
RBP11,-0.11245134606434443,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '+', 'x', 'x')"
RBP11,0.05233091559366182,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', '+', '+')"
RBP11,-0.044576857794262174,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', '+', '-')"
RBP11,-0.04457685779426217,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', '+', 'x')"
RBP11,-0.02359411756682721,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', '-', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', '-', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', '-', 'x')"
RBP11,-0.02359411756682715,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', 'x', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', 'x', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', '-', 'x', 'x')"
RBP11,0.052330915593661924,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', '+', '+')"
RBP11,-0.044576857794262195,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', '+', '-')"
RBP11,-0.04457685779426223,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', '+', 'x')"
RBP11,-0.02359411756682715,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', '-', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', '-', '-')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', '-', 'x')"
RBP11,-0.023594117566827198,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', 'x', '+')"
RBP11,-0.09475958282029008,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', 'x', '-')"
RBP11,-0.09475958282029015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '+', 'x', 'x', 'x', 'x')"
RBP11,0.051659954464562674,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', '+', '+')"
RBP11,-0.0679290360347916,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', '+', '-')"
RBP11,-0.06792903603479164,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', '+', 'x')"
RBP11,-0.04598121546373424,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', '-', '+')"
RBP11,-0.11579476016401742,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', '-', '-')"
RBP11,-0.11579476016401742,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', '-', 'x')"
RBP11,-0.04598121546373426,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', 'x', '+')"
RBP11,-0.11579476016401742,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', 'x', '-')"
RBP11,-0.11579476016401724,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '+', 'x', 'x')"
RBP11,0.05308755539407037,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', '+', '+')"
RBP11,-0.04664235195013015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', '+', '-')"
RBP11,-0.04664235195013015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', '+', 'x')"
RBP11,-0.025161090864942528,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', '-', '+')"
RBP11,-0.09755281235631011,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', '-', '-')"
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', '-', 'x')"
RBP11,-0.02516109086494253,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', 'x', '+')"
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', 'x', '-')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', '-', 'x', 'x')"
RBP11,0.05308755539407032,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', '+', '+')"
RBP11,-0.04664235195013015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', '+', '-')"
RBP11,-0.046642351950130154,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', '+', 'x')"
RBP11,-0.02516109086494253,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', '-', '+')"
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', '-', '-')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', '-', 'x')"
RBP11,-0.025161090864942507,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', 'x', '+')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', 'x', '-')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '+', 'x', 'x', 'x')"
RBP11,0.05090033838121385,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', '+', '+')"
RBP11,-0.042314523614960166,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', '+', '-')"
RBP11,-0.042314523614960166,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', '+', 'x')"
RBP11,-0.021838831909050657,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', '-', '+')"
RBP11,-0.09232906137076892,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', '-', '-')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', '-', 'x')"
RBP11,-0.021838831909050657,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', 'x', '+')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', 'x', '-')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '+', 'x', 'x')"
RBP11,0.05217260731914649,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', '+', '+')"
RBP11,-0.027300757329387828,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', '+', '-')"
RBP11,-0.027300757329387703,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', '+', 'x')"
RBP11,-0.008682000006651557,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', '-', '+')"
RBP11,-0.07605820734739985,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', '-', '-')"
RBP11,-0.0760582073473999,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', '-', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', 'x', '+')"
RBP11,-0.07605820734739992,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', 'x', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', '-', 'x', 'x')"
RBP11,0.05217260731914657,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', '+', '+')"
RBP11,-0.027300757329387703,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', '+', '-')"
RBP11,-0.027300757329387772,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', '+', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', '-', '+')"
RBP11,-0.07605820734739985,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', '-', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', '-', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', 'x', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', 'x', '-')"
RBP11,-0.07605820734739983,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', '-', 'x', 'x', 'x')"
RBP11,0.05090033838121386,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', '+', '+')"
RBP11,-0.042314523614960166,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', '+', '-')"
RBP11,-0.04231452361496014,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', '+', 'x')"
RBP11,-0.021838831909050643,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', '-', '+')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', '-', '-')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', '-', 'x')"
RBP11,-0.021838831909050643,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', 'x', '+')"
RBP11,-0.0923290613707689,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', 'x', '-')"
RBP11,-0.09232906137076886,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '+', 'x', 'x')"
RBP11,0.05217260731914657,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', '+', '+')"
RBP11,-0.027300757329387703,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', '+', '-')"
RBP11,-0.027300757329387703,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', '+', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', '-', '+')"
RBP11,-0.07605820734739985,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', '-', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', '-', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', 'x', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', 'x', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', '-', 'x', 'x')"
RBP11,0.052172607319146594,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', '+', '+')"
RBP11,-0.027300757329387734,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', '+', '-')"
RBP11,-0.027300757329387765,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', '+', 'x')"
RBP11,-0.008682000006651551,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', '-', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', '-', '-')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', '-', 'x')"
RBP11,-0.008682000006651544,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', 'x', '+')"
RBP11,-0.07605820734739979,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', 'x', '-')"
RBP11,-0.07605820734739976,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', '-', 'x', 'x', 'x', 'x')"
RBP11,0.051659954464562716,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', '+', '+')"
RBP11,-0.06792903603479165,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', '+', '-')"
RBP11,-0.06792903603479161,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', '+', 'x')"
RBP11,-0.04598121546373426,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', '-', '+')"
RBP11,-0.11579476016401721,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', '-', '-')"
RBP11,-0.11579476016401742,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', '-', 'x')"
RBP11,-0.04598121546373424,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', 'x', '+')"
RBP11,-0.11579476016401742,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', 'x', '-')"
RBP11,-0.11579476016401737,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '+', 'x', 'x')"
RBP11,0.053087555394070333,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', '+', '+')"
RBP11,-0.04664235195013015,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', '+', '-')"
RBP11,-0.04664235195013017,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', '+', 'x')"
RBP11,-0.025161090864942517,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', '-', '+')"
RBP11,-0.09755281235631012,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', '-', '-')"
RBP11,-0.09755281235631018,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', '-', 'x')"
RBP11,-0.025161090864942497,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '-', '-', 'x', '+', '-', 'x', '+')"
